pH,EC,Total Hardness,Ca,Mg,Cl,SO4,NO3,F,Potable,WQI,WQI_Category
7.42,640.0,269.0,71.0,22.0,20.0,15.0,27.0,0.47,0,73.94153957879449,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.41,1190.0,448.0,135.0,27.0,220.0,57.0,4.0,0.25,0,104.09126119583637,Poor
7.59,1030.0,459.0,106.0,47.0,64.0,77.0,5.0,0.03,0,97.83372064875331,Good
7.28,880.0,354.0,78.0,39.0,89.0,29.0,36.0,0.45,0,97.82076978939723,Good
7.25,865.0,340.0,73.0,39.0,89.0,28.0,40.0,0.42,0,97.14442023723069,Good
7.2,225.0,108.0,23.0,12.0,15.0,6.0,27.0,0.17,1,39.55846042120552,Excellent
7.5,1200.0,295.0,71.0,28.0,144.0,56.0,62.0,0.85,0,115.79232631324136,Poor
7.35,512.0,203.0,61.0,13.0,87.0,21.0,22.0,0.05,0,57.20317114500121,Good
7.58,1185.0,315.0,90.0,22.0,127.0,18.0,29.0,0.32,0,95.16080852093923,Good
7.9,3573.0,915.0,244.0,74.0,870.0,37.0,62.0,0.57,0,269.19523117889133,Very Poor
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.52,1589.0,265.0,68.0,23.0,197.0,42.0,22.0,0.92,0,106.90687484870493,Poor
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.72,573.0,255.0,65.0,23.0,22.0,20.0,5.0,0.26,0,59.85071411280561,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.85,1137.0,363.0,61.0,51.0,137.0,42.0,5.0,0.62,0,98.33437424352458,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
8.07,671.0,240.0,45.0,31.0,72.0,33.0,2.0,0.24,0,62.2236262406197,Good
7.69,1661.0,706.0,125.0,95.0,190.0,100.0,1.0,0.35,0,154.7056402808037,Poor
7.86,1537.0,515.0,104.0,62.0,167.0,82.0,82.0,0.73,0,162.52415879932218,Poor
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.64,1005.0,431.0,76.0,58.0,80.0,65.0,24.0,0.79,0,112.56535947712418,Poor
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
8.03,1745.0,510.0,49.0,94.0,207.0,80.0,67.0,1.85,0,179.99946744129753,Poor
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
8.04,1073.0,505.0,45.0,95.0,92.0,65.0,50.0,0.34,0,133.31476640038733,Poor
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
8.09,712.0,215.0,44.0,26.0,35.0,42.0,41.0,0.65,0,80.21266037279109,Good
8.02,1686.0,300.0,70.0,30.0,455.0,80.0,2.0,1.71,0,125.1454853546357,Poor
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
8.12,689.0,275.0,52.0,35.0,60.0,20.0,29.0,0.56,0,81.39929799080126,Good
8.11,1012.0,415.0,76.0,55.0,125.0,60.0,45.0,0.21,0,113.77741466957153,Poor
8.03,926.0,290.0,64.0,32.0,55.0,50.0,48.0,0.8,0,100.41757443718227,Poor
7.89,1155.0,360.0,84.0,36.0,150.0,90.0,46.0,0.63,0,115.65770999757926,Poor
7.33,945.0,265.0,54.0,32.0,112.0,30.0,5.0,0.44,0,76.21454853546356,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.98,765.0,325.0,52.0,47.0,25.0,40.0,75.0,0.28,0,105.55301379811183,Poor
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.77,615.0,260.0,52.0,32.0,41.0,26.0,31.0,0.44,0,76.32350520455094,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
8.06,1502.0,200.0,34.0,28.0,225.0,72.0,36.0,1.5,1,113.2955700798838,Poor
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.9,488.0,150.0,24.0,22.0,50.0,24.0,25.0,0.12,1,53.11086903897362,Good
8.02,1523.0,600.0,112.0,78.0,200.0,160.0,112.0,0.23,0,184.19075284434763,Poor
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
8.02,777.0,250.0,46.0,33.0,85.0,12.0,4.0,0.34,0,67.90680222706366,Good
7.12,858.0,335.0,98.0,22.0,104.0,32.0,34.0,0.13,0,88.53113047688211,Good
7.35,453.0,95.0,24.0,9.0,25.0,8.0,1.0,0.08,1,32.19329460179134,Excellent
7.37,847.0,295.0,78.0,24.0,161.0,12.0,32.0,0.09,0,83.66422173807794,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.42,812.0,375.0,106.0,27.0,62.0,5.0,10.0,0.17,0,81.28886468167514,Good
7.26,900.0,380.0,94.0,35.0,131.0,18.0,9.0,0.05,0,85.41815541031228,Good
7.41,795.0,340.0,90.0,28.0,42.0,14.0,1.0,0.18,0,73.07644638102154,Good
7.13,635.0,295.0,78.0,24.0,15.0,8.0,2.0,0.29,0,63.869886226095375,Good
7.15,718.0,330.0,76.0,34.0,30.0,28.0,14.0,0.05,0,74.4490438150569,Good
7.22,389.0,160.0,38.0,16.0,10.0,5.0,5.0,1.27,1,54.55942870975551,Good
6.97,423.0,185.0,48.0,16.0,22.0,12.0,9.0,0.2,1,47.102469135802465,Excellent
7.12,602.0,280.0,80.0,19.0,22.0,15.0,10.0,0.12,0,62.31755022996853,Good
7.09,1009.0,335.0,84.0,30.0,99.0,12.0,19.0,0.12,0,85.93708545146454,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
8.02,915.0,120.0,34.0,9.0,27.0,9.0,50.0,1.01,0,78.79733720648753,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.55,725.0,280.0,50.0,38.0,55.0,8.0,2.0,0.46,0,69.94577584120069,Good
7.8,1670.0,675.0,170.0,61.0,355.0,8.0,5.0,0.53,0,152.7253691600097,Poor
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.69,894.0,240.0,34.0,38.0,122.0,6.0,5.0,0.66,0,75.26284192689421,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
8.07,1180.0,235.0,44.0,30.0,115.0,8.0,3.0,0.66,0,79.9400871459695,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.85,732.0,165.0,52.0,9.0,32.0,9.0,23.0,0.39,1,60.68005325587024,Good
7.96,680.0,225.0,28.0,38.0,15.0,8.0,25.0,0.63,0,73.25574921326555,Good
7.1,758.0,250.0,76.0,15.0,27.0,24.0,15.0,0.72,0,72.35773420479302,Good
7.45,1570.0,340.0,92.0,27.0,188.0,45.0,39.0,1.1,0,124.64299201161948,Poor
7.0,3642.0,1010.0,316.0,54.0,537.0,66.0,260.0,0.56,0,351.21709029290724,Unsuitable
7.55,495.0,125.0,28.0,13.0,32.0,27.0,25.0,0.36,1,51.38980876301138,Good
7.16,1301.0,320.0,82.0,28.0,141.0,39.0,30.0,0.18,0,98.84952795933188,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.27,1092.0,355.0,86.0,34.0,116.0,34.0,39.0,0.49,0,105.1490922294844,Poor
7.29,2596.0,475.0,152.0,23.0,408.0,55.0,43.0,0.25,0,162.7854514645364,Poor
7.2,1496.0,430.0,104.0,41.0,181.0,42.0,109.0,0.41,0,154.5304768821109,Poor
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.5,350.0,110.0,28.0,10.0,27.0,21.0,12.0,0.86,1,46.274219317356575,Excellent
7.8,3590.0,825.0,196.0,81.0,606.0,64.0,54.0,0.45,0,248.4134350036311,Very Poor
7.37,721.0,230.0,56.0,22.0,42.0,25.0,13.0,0.35,0,65.28850157346889,Good
7.51,642.0,175.0,42.0,17.0,57.0,32.0,5.0,0.29,1,53.14918905833939,Good
7.07,1160.0,330.0,86.0,28.0,161.0,23.0,22.0,0.7,0,99.56533526991045,Good
6.98,659.0,115.0,24.0,13.0,59.0,27.0,19.0,0.78,1,57.31036068748487,Good
7.38,367.0,85.0,18.0,10.0,37.0,19.0,14.0,0.9,1,45.258121520213024,Excellent
7.29,3028.0,680.0,164.0,66.0,557.0,38.0,93.0,0.62,0,231.4739288307916,Very Poor
7.3,1747.0,310.0,90.0,21.0,166.0,28.0,34.0,1.0,0,120.12379569111596,Poor
8.0,968.0,320.0,74.0,33.0,82.0,34.0,26.0,0.85,0,96.71817961752602,Good
7.29,441.0,135.0,32.0,13.0,45.0,16.0,11.0,0.26,1,43.959937061244254,Excellent
7.3,2024.0,375.0,94.0,34.0,205.0,41.0,68.0,0.56,0,146.17852820140402,Poor
8.1,1306.0,280.0,52.0,36.0,72.0,23.0,41.0,1.14,0,109.83001694504962,Poor
7.69,1380.0,475.0,90.0,61.0,95.0,48.0,142.0,0.46,0,171.79823287339627,Poor
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.85,1110.0,190.0,42.0,21.0,45.0,23.0,24.0,0.07,1,71.72984749455338,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.61,650.0,250.0,62.0,23.0,15.0,6.0,18.0,0.14,0,64.07625272331155,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.94,919.0,165.0,38.0,17.0,20.0,20.0,28.0,0.14,1,65.28770273541515,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
8.13,1145.0,415.0,98.0,41.0,70.0,14.0,21.0,0.05,0,99.96768336964416,Good
7.55,631.0,265.0,54.0,32.0,17.0,3.0,10.0,0.05,0,62.081166787702735,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.29,901.0,340.0,62.0,45.0,85.0,20.0,13.0,0.06,0,82.69038973614136,Good
8.09,745.0,230.0,68.0,15.0,22.0,42.0,3.0,0.14,0,59.02294843863471,Good
7.59,812.0,280.0,42.0,43.0,60.0,11.0,16.0,0.29,0,76.71725974340353,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
8.03,794.0,260.0,64.0,24.0,27.0,10.0,2.0,0.5,0,67.58382958121518,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.49,845.0,280.0,54.0,35.0,72.0,28.0,21.0,0.06,0,76.4630355846042,Good
7.6,412.0,125.0,36.0,9.0,22.0,26.0,2.0,0.07,1,35.70910191236989,Excellent
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.38,826.0,230.0,24.0,41.0,115.0,26.0,2.0,0.05,0,64.15565238441056,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.71,809.0,325.0,52.0,47.0,75.0,88.0,70.0,0.26,0,107.35887194383925,Poor
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.95,406.0,155.0,36.0,16.0,20.0,8.0,5.0,0.11,1,41.12769305252966,Excellent
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.77,1989.0,660.0,178.0,52.0,387.0,44.0,8.0,0.12,0,156.0486080852094,Poor
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.65,1012.0,380.0,112.0,24.0,75.0,28.0,2.0,0.21,0,84.92181069958849,Good
7.98,478.0,205.0,42.0,24.0,25.0,8.0,2.0,0.11,0,48.47482449770031,Excellent
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.86,1245.0,430.0,118.0,33.0,87.0,50.0,6.0,0.23,0,100.92127814088597,Poor
7.89,852.0,175.0,34.0,22.0,85.0,44.0,15.0,0.69,1,69.65976761074799,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
8.06,613.0,250.0,58.0,26.0,32.0,13.0,4.0,0.17,0,59.44536431856694,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.23,712.0,186.0,53.0,13.0,62.0,12.0,18.0,0.61,1,64.10065359477123,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
6.97,965.0,338.0,86.0,30.0,75.0,15.0,47.0,0.56,0,101.56378600823045,Poor
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.33,1189.0,343.0,67.0,43.0,152.0,14.0,63.0,0.35,0,115.9223674655047,Poor
7.54,712.0,284.0,53.0,37.0,42.0,15.0,6.0,0.28,0,69.21031227305737,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.43,1550.0,441.0,78.0,60.0,212.0,5.0,4.0,0.4,0,116.07535705640281,Poor
7.33,840.0,319.0,114.0,8.0,47.0,14.0,10.0,0.2,0,73.19808763011378,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
6.96,676.0,270.0,53.0,33.0,30.0,28.0,1.0,0.28,0,63.62503025901719,Good
7.57,502.0,211.0,45.0,24.0,15.0,12.0,3.0,0.28,0,51.85003631082062,Good
7.19,1210.0,431.0,96.0,46.0,105.0,18.0,46.0,0.34,0,118.25139191479059,Poor
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.85,2456.0,275.0,62.0,29.0,677.0,26.0,45.0,1.41,0,159.63478576615833,Poor
8.08,945.0,170.0,26.0,26.0,100.0,32.0,5.0,0.79,1,69.25950133139676,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.86,689.0,275.0,58.0,32.0,37.0,15.0,49.0,0.07,0,82.26489954006294,Good
7.92,575.0,185.0,12.0,38.0,17.0,5.0,7.0,0.66,1,58.946816751391914,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.48,891.0,275.0,60.0,30.0,67.0,22.0,70.0,0.52,0,101.82263374485598,Poor
7.54,912.0,335.0,32.0,62.0,65.0,14.0,75.0,0.49,0,114.76216412490923,Poor
7.66,1003.0,375.0,106.0,27.0,90.0,23.0,140.0,0.21,0,141.70213023480997,Poor
7.44,1385.0,575.0,158.0,44.0,217.0,89.0,140.0,0.6,0,187.0758412006778,Poor
7.57,612.0,215.0,42.0,27.0,42.0,10.0,8.0,0.52,0,61.20147664003874,Good
7.25,1611.0,575.0,150.0,49.0,235.0,76.0,140.0,2.46,0,216.17199225369163,Very Poor
7.49,980.0,360.0,110.0,21.0,187.0,58.0,22.0,0.47,0,97.34369402081819,Good
7.4,1567.0,525.0,130.0,49.0,212.0,67.0,24.0,1.46,0,148.37843137254902,Poor
7.49,484.0,205.0,44.0,23.0,25.0,7.0,17.0,0.38,0,57.591019123698864,Good
8.02,712.0,290.0,70.0,28.0,67.0,26.0,11.0,0.07,0,69.76030016945049,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.92,1256.0,380.0,66.0,52.0,177.0,67.0,89.0,0.16,0,134.38920358266762,Poor
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.88,1145.0,380.0,102.0,30.0,105.0,60.0,52.0,0.35,0,113.52553861050593,Poor
8.12,554.0,105.0,24.0,11.0,67.0,30.0,16.0,0.45,1,49.45444202372307,Excellent
7.86,842.0,270.0,50.0,35.0,52.0,26.0,36.0,0.39,0,85.14350036310822,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.96,442.0,150.0,46.0,9.0,22.0,16.0,3.0,0.35,1,43.13188090050836,Excellent
8.09,686.0,210.0,38.0,28.0,40.0,28.0,34.0,0.12,0,69.35052045509562,Good
7.57,1256.0,400.0,118.0,26.0,107.0,47.0,55.0,0.5,0,120.66032437666425,Poor
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.9,856.0,285.0,56.0,35.0,72.0,15.0,3.0,0.38,0,73.72774146695714,Good
7.83,826.0,295.0,52.0,40.0,55.0,58.0,68.0,0.4,0,102.82558702493344,Poor
8.06,888.0,260.0,82.0,13.0,52.0,31.0,28.0,0.7,0,83.21079641733235,Good
8.02,1089.0,340.0,102.0,21.0,72.0,48.0,78.0,0.24,0,114.62861292665214,Poor
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.9,345.0,80.0,26.0,4.0,15.0,10.0,3.0,0.56,1,34.14379084967321,Excellent
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
8.05,842.0,300.0,58.0,38.0,40.0,34.0,64.0,0.25,0,99.00702009198741,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.76,812.0,340.0,68.0,41.0,47.0,37.0,46.0,0.54,0,99.319728879206,Good
8.12,545.0,210.0,36.0,29.0,30.0,21.0,19.0,0.74,0,66.89518276446381,Good
8.11,666.0,240.0,58.0,23.0,27.0,27.0,26.0,0.3,0,70.15971919632051,Good
7.59,1665.0,660.0,206.0,35.0,212.0,67.0,67.0,0.17,0,166.30738320019367,Poor
7.65,1139.0,425.0,112.0,35.0,117.0,52.0,82.0,0.19,0,129.43991769547327,Poor
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.89,612.0,255.0,64.0,23.0,32.0,6.0,2.0,0.25,0,59.23343016218832,Good
7.98,777.0,250.0,52.0,29.0,50.0,30.0,10.0,0.25,0,68.26700556765915,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.26,868.0,350.0,98.0,26.0,25.0,26.0,51.0,0.29,0,97.6230936819172,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.85,646.0,120.0,24.0,15.0,105.0,30.0,12.0,0.29,1,51.31009440813363,Good
7.68,1025.0,435.0,112.0,38.0,112.0,48.0,58.0,0.09,0,116.91050593076736,Poor
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
8.06,1065.0,420.0,124.0,27.0,180.0,42.0,78.0,0.12,0,125.49310094408132,Poor
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
8.06,1772.0,675.0,184.0,52.0,87.0,102.0,207.0,0.27,0,229.66964415395785,Very Poor
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.89,1025.0,450.0,118.0,38.0,25.0,115.0,52.0,0.31,0,118.96635197288794,Poor
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
8.01,465.0,155.0,24.0,23.0,22.0,10.0,11.0,0.12,1,46.177511498426526,Excellent
7.46,798.0,240.0,52.0,27.0,112.0,12.0,2.0,0.31,0,65.65499878963931,Good
7.65,1212.0,385.0,92.0,38.0,100.0,60.0,92.0,0.12,0,130.2119341563786,Poor
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.97,912.0,310.0,70.0,33.0,62.0,25.0,15.0,0.3,0,81.91837327523601,Good
7.72,697.0,280.0,56.0,34.0,60.0,26.0,9.0,0.21,0,69.41902687000726,Good
7.32,1245.0,610.0,170.0,45.0,245.0,43.0,47.0,0.35,0,145.3749697409828,Poor
7.78,342.0,135.0,28.0,16.0,20.0,7.0,1.0,0.09,1,35.17296054224158,Excellent
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.57,412.0,170.0,38.0,18.0,32.0,3.0,3.0,0.11,1,42.162381989832966,Excellent
7.93,1315.0,560.0,158.0,40.0,132.0,31.0,6.0,0.05,0,116.85882352941174,Poor
7.78,912.0,405.0,64.0,60.0,62.0,28.0,12.0,0.27,0,94.64785766158315,Good
7.63,345.0,165.0,32.0,21.0,17.0,9.0,20.0,0.4,1,50.85870249334302,Good
7.67,605.0,230.0,56.0,22.0,25.0,12.0,7.0,0.16,0,56.88574195110142,Good
7.74,875.0,275.0,52.0,30.0,67.0,33.0,13.0,0.52,0,77.4195836359235,Good
7.98,512.0,175.0,50.0,12.0,22.0,6.0,1.0,0.17,1,44.55465988864681,Excellent
7.71,710.0,300.0,52.0,41.0,57.0,22.0,40.0,0.29,0,86.35022996853061,Good
7.75,512.0,215.0,28.0,35.0,22.0,10.0,12.0,0.12,0,55.89331880900508,Good
7.93,845.0,310.0,68.0,34.0,55.0,23.0,6.0,0.38,0,77.3057371096587,Good
7.85,545.0,215.0,36.0,30.0,32.0,16.0,2.0,0.29,0,54.63067053982086,Good
7.53,445.0,195.0,38.0,24.0,22.0,6.0,16.0,0.37,1,54.92793512466715,Good
